subjid,trial,oper,op1,op2,prob,resp,day,month,year,hour,minute,second,condition,trial_sub,op1num,op1den,op2num,op2den,ansW,ansNum,ansDen,rt,age,sex,grade,race,hand,PSSAverb,PSSAmath,scrap,Stratrt,Trial ID,corAnswer,parAnswer,arithCorrect,prob,resp,strategy,code,Exp,Comments
815,502,:,3/5,2/5,3/5:2/5,15/10,25,9,2008,10,14,54,5,2,3,5,2,5,-99999,15,10,24953,13,0,8,1,1,,,,18641,502,1.5,1.5,1,3/5:2/5,15/10,"I decided that in trial 502, in order to solve a division fraction problem, I had to find the reciprocol of the second fraction which was then equal to 5 over 2 and I multipled my numerators and denominators and came up with 15 over 10.",5,LA,
815,601,*,3/5,2/5,3/5*2/5,6/25,25,9,2008,10,0,11,6,1,3,5,2,5,-99999,6,25,9375,13,0,8,1,1,,,,15578,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, my answer was 6 over 25 because I multiplied the numerators which were 3 times 2 equals 6 and the denominators were 5 times 5 equals 25.",3,LA,
815,602,*,3/5,1/2,3/5*1/2,3/10,25,9,2008,10,0,36,6,2,3,5,1,2,-99999,3,10,7875,13,0,8,1,1,,,,13328,602,0.3,0.3,1,3/5*1/2,3/10,"For trial 602, I got 3 over 10 because the numerators 3 times 1 equals 3 and the denominators 3 times, I mean 5 times 2 equals 10.",3,LA,
815,701,-,3/5,2/5,3/5-2/5,1/5,25,9,2008,10,18,25,7,2,3,5,2,5,-99999,1,5,17093,13,0,8,1,1,,,,15094,701,0.2,0.2,1,3/5-2/5,1/5,"I decided that in trial 701, in order to solve the subtraction fraction problem, I had to make sure that there were common denominators which there were so I took 3 fifths minus 2 fifths equals 1 fifth.",2,LA,
815,702,-,3/5,1/2,3/5-1/2,1/10,25,9,2008,10,17,32,7,1,3,5,1,2,-99999,1,10,33891,13,0,8,1,1,,,,18922,702,0.1,0.1,1,3/5-1/2,1/10,"I decided that in trial 702, in order to solve the subtraction fraction problem I had to find a common denominator and my common denominator was 10 and so the problem came out to be 6 tenths minus 5 tenths equals 1 tenth.",2,LA,
816,401,+,3/5,2/5,3/5+2/5,5/5,26,9,2008,8,7,36,4,2,3,5,2,5,-99999,5,5,21672,13,1,8,1,1,,,,6031,401,1,1,1,3/5+2/5,5/5,"For the fractions, I added the top numbers, kept the bottom numbers the same. Because if they're the same number, you keep it the same and then you add the top numbers. ",1,LA,
816,402,+,3/5,1/2,3/5+1/2,4/7,26,9,2008,8,7,9,4,1,3,5,1,2,-99999,4,7,15204,13,1,8,1,1,,,,11328,402,1.1,0.571428571,0,3/5+1/2,4/7,"For trial 402, I added the top numbers and the bottom numbers to come out with 4/7.",3,LA,
816,501,:,3/5,1/2,3/5:1/2,25/15,26,9,2008,8,10,0,5,2,3,5,1,2,-99999,25,15,76657,13,1,8,1,1,,,,19672,501,1.2,1.666666667,0,3/5:1/2,25/15,Trial 501. I put... I added... I divided the bottom number with the top number across and the top number with the bottom number across. And I got 2.5 over 1.5. ,6,LA,
816,502,:,3/5,2/5,3/5:2/5,1/1,26,9,2008,8,8,23,5,1,3,5,2,5,-99999,1,1,78344,13,1,8,1,1,,,,19265,502,1.5,1,0,3/5:2/5,1/1,Trial 502. I put 1.5 over 1. I divided the two top numbers and  divided the bottom numbers. 5 divided by 5 equals 1 and 3 divided 2 equals 1.5. ,3,LA,
816,601,*,3/5,2/5,3/5*2/5,10/15,26,9,2008,8,17,56,6,2,3,5,2,5,-99999,10,15,14562,13,1,8,1,1,,,,18328,601,0.24,0.666666667,0,3/5*2/5,10/15,"For trial 601, I got 10/15 because I mult the bottom... the top number by the bottom acorss and the bottom num by the top num across.",6,LA,
816,602,*,3/5,1/2,3/5*1/2,5/6,26,9,2008,8,17,16,6,1,3,5,1,2,-99999,5,6,17984,13,1,8,1,1,,,,21094,602,0.3,0.833333333,0,3/5*1/2,5/6,"For trial 602, I put 5.. I got 5/6 because I multiplied 3 times 2 and 5 times 1 which is 3's on the top and 2's on the bottom and 5's on the botom and 1's on the top.",6,LA,
816,701,-,3/5,2/5,3/5-2/5,1/5,26,9,2008,8,24,54,7,1,3,5,2,5,-99999,1,5,12844,13,1,8,1,1,,,,15578,701,0.2,0.2,1,3/5-2/5,1/5,"For trial 701, I put 1/5 because I I subtracted 3 minus 2 and kept the bottom number the same because theyr'e both 5 and 5.",1,LA,
816,702,-,3/5,1/2,3/5-1/2,2/10,26,9,2008,8,25,23,7,2,3,5,1,2,-99999,2,10,22219,13,1,8,1,1,,,,38141,702,0.1,0.2,0,3/5-1/2,2/10,"For trial 702, I put 2/10 because I subtracted 3 minus 1 and I multiplied 5 and 2 to get um to get 10 and it's one of it’s…mm…it's one of it's like things in the number line like if it's 5 it goes like like 5 and then like the next number is like 10...",3,LA,
817,401,+,3/5,2/5,3/5+2/5,5/10,1,10,2008,8,18,6,4,2,3,5,2,5,-99999,5,10,26625,13,0,8,1,1,,,,9750,401,1,0.5,0,3/5+2/5,5/10,Because 3 and 2 make 5 and 5 and 5 equal 10.,3,LA,
817,402,+,3/5,1/2,3/5+1/2,4/7,1,10,2008,8,17,37,4,1,3,5,1,2,-99999,4,7,16438,13,0,8,1,1,,,,12297,402,1.1,0.571428571,0,3/5+1/2,4/7,Because um I added 3 and 1 that makes 4. 5 and 2 makes 7.,3,LA,
817,501,:,3/5,1/2,3/5:1/2,2/7,1,10,2008,8,12,18,5,2,3,5,1,2,-99999,2,7,19047,13,0,8,1,1,,,,7765,501,1.2,0.285714286,0,3/5:1/2,2/7,I was pretty much like adding so. Trial 501.,3,LA,
817,502,:,3/5,2/5,3/5:2/5,4/10,1,10,2008,8,11,23,5,1,3,5,2,5,-99999,4,10,32125,13,0,8,1,1,,,,23313,502,1.5,0.4,0,3/5:2/5,4/10,"Since 2 and...since 3 and 2, I was trying to go over the orders 'cause I have no idea of that. I'm used to different things like this. And like 5 plus 5 equals 10. Trial 502.",3,LA,
817,601,*,3/5,2/5,3/5*2/5,5/25,1,10,2008,8,23,57,6,1,3,5,2,5,-99999,5,25,12406,13,0,8,1,1,,,,3157,601,0.24,0.2,0,3/5*2/5,5/25,Trial 601.,3,LA,
817,602,*,3/5,1/2,3/5*1/2,4/7,1,10,2008,8,24,12,6,2,3,5,1,2,-99999,4,7,16656,13,0,8,1,1,,,,3062,602,0.3,0.571428571,0,3/5*1/2,4/7,I did that because I was times-ing pretty much I think.,3,LA,
817,701,-,3/5,2/5,3/5-2/5,1,1,10,2008,8,24,59,7,2,3,5,2,5,1,-99999,-99999,25750,13,0,8,1,1,,,,8047,701,0.2,1,0,3/5-2/5,1,Since it would be zero. Trial 701.,3,LA,
817,702,-,3/5,1/2,3/5-1/2,2/3,1,10,2008,8,24,45,7,1,3,5,1,2,-99999,2,3,11344,13,0,8,1,1,,,,2781,702,0.1,0.666666667,0,3/5-1/2,2/3,I was subtracting. Trial 702.,3,LA,
818,401,+,3/5,2/5,3/5+2/5,1/2,30,9,2008,8,17,41,4,2,3,5,2,5,-99999,1,2,23672,14,1,8,1,1,,,,12531,401,1,0.5,0,3/5+2/5,1/2,"5 over 10. (mumbles) you can divide. 3 plus 2 is 5 and 5 plus 5 is 10. Then I divided 5 into 5 and I got 1 and I got, I divide 5 into 10 and got 2.",3,LA,
818,402,+,3/5,1/2,3/5+1/2,4/7,30,9,2008,8,17,24,4,1,3,5,1,2,-99999,4,7,10953,14,1,8,1,1,,,,6875,402,1.1,0.571428571,0,3/5+1/2,4/7,"I did 3 plus 1 is 4 and I did 5 plus 2 is 7, 4 over 7.",3,LA,
818,501,:,3/5,1/2,3/5:1/2,6/5,30,9,2008,8,6,1,5,1,3,5,1,2,-99999,6,5,48391,14,1,8,1,1,,,,20828,501,1.2,1.2,1,3/5:1/2,6/5,I did 3 times 2 is 6 and then I did 5 times 1 is 5 and then I put 6 over 5 and eigh…6 over 5.,6,LA,
818,502,:,3/5,2/5,3/5:2/5,3/2,30,9,2008,8,7,11,5,2,3,5,2,5,-99999,3,2,35047,14,1,8,1,1,,,,13953,502,1.5,1.5,1,3/5:2/5,3/2,Trial 502. I multiplied 5 times 3 is 15 and 5 times 2 is 10 and then I divided by 5.,6,LA,
818,601,*,3/5,2/5,3/5*2/5,2/3,30,9,2008,8,8,14,6,1,3,5,2,5,-99999,2,3,48156,14,1,8,1,1,,,,11531,601,0.24,0.666666667,0,3/5*2/5,2/3,"I did 5 times 3, 15. 5 times 2 is 10 and divided by 5 I got 2 over 3.",6,LA,
818,602,*,3/5,1/2,3/5*1/2,6/5,30,9,2008,8,9,13,6,2,3,5,1,2,-99999,6,5,13765,14,1,8,1,1,,,,2813,602,0.3,1.2,0,3/5*1/2,6/5,6 over 5. I think I'm going these right… uh. (Researcher: Do you think you know what you did there?) I think so.,6,LA,
818,701,-,3/5,2/5,3/5-2/5,1 1/1,30,9,2008,8,18,51,7,2,3,5,2,5,1,1,1,26641,14,1,8,1,1,,,,9328,701,0.2,2,0,3/5-2/5,1 1/1,3 minus 2 is 1 and 5 minus 5 is 0 but it would just be a plain old 1 so I just put 1.,3,LA,
818,702,-,3/5,1/2,3/5-1/2,2/3,30,9,2008,8,18,33,7,1,3,5,1,2,-99999,2,3,11719,14,1,8,1,1,,,,6484,702,0.1,0.666666667,0,3/5-1/2,2/3,3 minus 1 is 2. 3… and 3 minus 1 is 2 and 5 minus 2 is 3. For trial 207. ,3,LA,
820,401,+,3/5,2/5,3/5+2/5,1,30,9,2008,10,13,42,4,2,3,5,2,5,1,-99999,-99999,8328,13,1,8,1,1,,,,13328,401,1,1,1,3/5+2/5,1,"For trial 401, um 5 and 5 is in the denominator so I kept that the same but when I added uh si..or 3 and 2 were 5 and 5 over 5 would equal 1 so I pjust put 1.",1,LA,
820,402,+,3/5,1/2,3/5+1/2,1 1/10,30,9,2008,10,12,53,4,1,3,5,1,2,1,1,10,30922,13,1,8,1,1,,,,17953,402,1.1,1.1,1,3/5+1/2,1 1/10,"For trial 402, I found a common denominator for 5 and 2 which would be 10 so I made the denominator 10. When I added 5 and 6, I got 11/10 but since that is an improper fraction, I had to change it to a mixed number and I got 1 and 1/10",2,LA,
820,501,:,3/5,1/2,3/5:1/2,1/10,30,9,2008,10,11,44,5,1,3,5,1,2,-99999,1,10,28187,13,1,8,1,1,,,,11235,501,1.2,0.1,0,3/5:1/2,1/10,"For trial 501, I uh found a common denominator of 5 and 2 which would be 10 and got uh 6 divided 5 and that would be 1 so I put 1/10s.",2,LA,
820,502,:,3/5,2/5,3/5:2/5,1/5,30,9,2008,10,12,23,5,2,3,5,2,5,-99999,1,5,9766,13,1,8,1,1,,,,9875,502,1.5,0.2,0,3/5:2/5,1/5,"For trial 502, the denomonators were already the same so I didn’t have to do anything to those so I just brought that over as 5 and 2 can go into 3 one time so that would be 1/5.",1,LA,
820,601,*,3/5,2/5,3/5*2/5,6/25,30,9,2008,10,5,13,6,1,3,5,2,5,-99999,6,25,9422,13,1,8,1,1,,,,11281,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, um, for multiplying I just cross multiplied. Multipled 3 by 2 to get 6, 5 times 5 to get 25.",3,LA,
820,602,*,3/5,1/2,3/5*1/2,3/10,30,9,2008,10,5,34,6,2,3,5,1,2,-99999,3,10,6188,13,1,8,1,1,,,,6218,602,0.3,0.3,1,3/5*1/2,3/10,"For trial 602, I multiplied 3 by 1 to get 3 and 5 by 2 to get 10.",3,LA,
820,701,-,3/5,2/5,3/5-2/5,1/5,30,9,2008,10,0,12,7,1,3,5,2,5,-99999,1,5,11703,13,1,8,1,1,,,,25079,701,0.2,0.2,1,3/5-2/5,1/5,"For trial 701, I subtracted 3 from 2 and got 1 and I just bourhg the denominator is 5 cause that s what the other 2 were.",1,LA,
820,702,-,3/5,1/2,3/5-1/2,1/10,30,9,2008,10,0,49,7,2,3,5,1,2,-99999,1,10,32125,13,1,8,1,1,,,,22625,702,0.1,0.1,1,3/5-1/2,1/10,"For trial 702, I found the common denominator which was 10 and because I multiplied the 5 by 2, I multiplied 3 by 2, got 6. And since I multiplied 2 by 5, I multiplied 1 by 5 and I subtracted 6 and 1 and got 1. And I just kept the denominator as 10.",2,LA,
821,401,+,3/5,2/5,3/5+2/5,1,26,9,2008,10,25,46,4,2,3,5,2,5,1,-99999,-99999,4625,13,1,8,1,1,,,,10859,401,1,1,1,3/5+2/5,1,"For trial 401, I saw that the denominators were the same so I added right across the top to get 5 out of 5 which equals 1.",1,LA,
821,402,+,3/5,1/2,3/5+1/2,1 1/10,26,9,2008,10,24,55,4,1,3,5,1,2,1,1,10,29047,13,1,8,1,1,,,,22250,402,1.1,1.1,1,3/5+1/2,1 1/10,"For trial 402, I made the least common denominator which would be 10. So I multiplied the first numerator by 2 to get 6 and the second numerator by 5 to get 5 and added across the top to get 11/10 and simplified to get 1 and 1/10.",2,LA,
821,501,:,3/5,1/2,3/5:1/2,1 1/5,26,9,2008,10,15,15,5,1,3,5,1,2,1,1,5,13828,13,1,8,1,1,,,,11437,501,1.2,1.2,1,3/5:1/2,1 1/5,"For trial 501, I made the...the 1/2 the reciprocal then multplied across the top and bottom to get 1 and 1/5.",5,LA,
821,502,:,3/5,2/5,3/5:2/5,1 1/2,26,9,2008,10,15,40,5,2,3,5,2,5,1,1,2,20641,13,1,8,1,1,,,,11640,502,1.5,1.5,1,3/5:2/5,1 1/2,"For trial 502, I made the 2/5 the reciprocal then multiplied the top to get 15 over 10 then reduced to get 1 and 1/2.",5,LA,
821,601,*,3/5,2/5,3/5*2/5,6/25,26,9,2008,10,13,37,6,2,3,5,2,5,-99999,6,25,9141,13,1,8,1,1,,,,9297,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, I multiplied the numerators to get 6 and multiplied the denominators to get 25.",3,LA,
821,602,*,3/5,1/2,3/5*1/2,3/10,26,9,2008,10,12,33,6,1,3,5,1,2,-99999,3,10,50469,13,1,8,1,1,,,,13672,602,0.3,0.3,1,3/5*1/2,3/10,"For trial 602, I multiplied across the top to get 3 and multiplied the denominators to get 10.",3,LA,
821,701,-,3/5,2/5,3/5-2/5,1/5,26,9,2008,10,14,44,7,2,3,5,2,5,-99999,1,5,8906,13,1,8,1,1,,,,8125,701,0.2,0.2,1,3/5-2/5,1/5,"For trial 701, since the denominators were equal, I just subtracted across the top to get 1.",1,LA,
821,702,-,3/5,1/2,3/5-1/2,1/10,26,9,2008,10,14,14,7,1,3,5,1,2,-99999,1,10,16109,13,1,8,1,1,,,,13516,702,0.1,0.1,1,3/5-1/2,1/10,"For trial 702, I made the... I made like denominators and equaled out the numerators and subtracted the fractions.",2,LA,
823,401,+,3/5,2/5,3/5+2/5,1 1/5,3,10,2008,9,58,34,4,2,3,5,2,5,1,1,5,27047,13,1,8,1,1,,,,18656,401,1,1.2,0,3/5+2/5,1 1/5,"For trial 401, I added 3 and 2 top num…numer.. And I added and got 6/5 and I changed it to a mixed number and got 1 and 1/5.",1,LA,
823,402,+,3/5,1/2,3/5+1/2,1 1/10,3,10,2008,9,57,15,4,1,3,5,1,2,1,1,10,48625,13,1,8,1,1,,,,30407,402,1.1,1.1,1,3/5+1/2,1 1/10,"For trial 402, I first changed 3/5 to 6/10 cause I had to find the least common denominator and I changed 1/2 to 5/10 and I added and got 11/10 and then I changed it to a mixed number, 1 and 1/10.",2,LA,
823,501,:,3/5,1/2,3/5:1/2,1 1/5,3,10,2008,10,19,30,5,1,3,5,1,2,1,1,5,25844,13,1,8,1,1,,,,26797,501,1.2,1.2,1,3/5:1/2,1 1/5,"For trial 501, I first... I first wrote the problem down then I found the reciprocal for the second number. It was 2, one… 2 and...2, 1. I then multiplied 3/5 times 2, 1. And I got 6/5. I then changed 6/5 to 1 and 1/5 as a mixed number.",5,LA,
823,502,:,3/5,2/5,3/5:2/5,1 5/10,3,10,2008,10,20,23,5,2,3,5,2,5,1,5,10,31937,13,1,8,1,1,,,,24781,502,1.5,1.5,1,3/5:2/5,1 5/10,"For trial 502, I found, I first wrote the problem down, 3/5 divided by 2/5. I then changed 2/5 to its reciprocal which is 5... 5... 5/2. Then I multiplied 3/5 and 5/2 and got 15/10. I then changed 15/10 to a mixed number and it was 1 and 5/10.",5,LA,
823,601,*,3/5,2/5,3/5*2/5,6/25,3,10,2008,10,11,11,6,2,3,5,2,5,-99999,6,25,35281,13,1,8,1,1,,,,17266,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, I multiplied the numerators across which would be 3 times 2 and got 6 and multiplied the 5, the num.. Or the denominators across which would be 5 times 5 and got 25.",3,LA,
823,602,*,3/5,1/2,3/5*1/2,3/10,3,10,2008,10,10,37,6,1,3,5,1,2,-99999,3,10,14953,13,1,8,1,1,,,,19562,602,0.3,0.3,1,3/5*1/2,3/10,"For trial 602, I got, I multiplied the numerators across which would 3 times 2, or 3 times 1 and got 3. And then I multiplied the denominators across and multiplied 5 times 2 and got 10.",3,LA,
823,701,-,3/5,2/5,3/5-2/5,1/5,3,10,2008,10,12,24,7,1,3,5,2,5,-99999,1,5,17391,13,1,8,1,1,,,,26609,701,0.2,0.2,1,3/5-2/5,1/5,"For trial 701, I subtracted the denominators, or the numerators across which would be 3 minus 5 and got 1 and I kept the denominator the same cause they're... they were both 5 and 5. And in a subtraction, I mean when you're subtracting fractions you keep the denominator the same.",1,LA,
823,702,-,3/5,1/2,3/5-1/2,1/10,3,10,2008,10,13,8,7,2,3,5,1,2,-99999,1,10,21375,13,1,8,1,1,,,,41375,702,0.1,0.1,1,3/5-1/2,1/10,"For trial 702, I subtracted, or first I got a least common denominator which would be 10 and 10 for both sides then I multiplied... multiplied how I got to 10 which would fi… 3 times 2 in the numerators for 3/5 which would make it 6/10 and if I did the same for the second fraction I would get 5/10. I then subtracted both numerators and got 1 and I kept the denominator the same.",2,LA,
824,401,+,3/5,2/5,3/5+2/5,1,29,9,2008,11,18,56,4,1,3,5,2,5,1,-99999,-99999,16281,12,1,8,4,2,1548,1588,,11188,401,1,1,1,3/5+2/5,1,"I just added across and since um it, the fraction is 3/5 plus 2/5, um it would equal 5/5 so it would equaled to be 1. ",1,LA,did not say trial numbers.
824,402,+,3/5,1/2,3/5+1/2,1 1/10,29,9,2008,11,19,24,4,2,3,5,1,2,1,1,10,21265,12,1,8,4,2,1548,1588,,7000,402,1.1,1.1,1,3/5+1/2,1 1/10,I just found the least common denominator and um and got 6.. Or 6/10 plus 5/10 and that would equal 11/10 and that's an improper fraction. So I put it into a mixed number by um so it would be 1 and 1/10.,2,LA,
824,501,:,3/5,1/2,3/5:1/2,12,29,9,2008,11,15,34,5,1,3,5,1,2,12,-99999,-99999,123329,12,1,8,4,2,1548,1588,,6000,501,1.2,12,0,3/5:1/2,12,"What should I say 'cause I didn't really know how to do it...I just, I wasn't really sure what to do. And I umm, I gues… I found the least.. The least common denominator but that's like subraction so.",2,LA,
824,502,:,3/5,2/5,3/5:2/5,15,29,9,2008,11,17,44,5,2,3,5,2,5,15,-99999,-99999,52296,12,1,8,4,2,1548,1588,,6313,502,1.5,15,0,3/5:2/5,15,I just kind of guessed…,10,LA,
824,601,*,3/5,2/5,3/5*2/5,6/10,29,9,2008,11,14,4,6,1,3,5,2,5,-99999,6,10,25250,12,1,8,4,2,1548,1588,,6109,601,0.24,0.6,0,3/5*2/5,6/10,I just multiplied across 3 times 2 and 5 times 5. ,3,LA,
824,602,*,3/5,1/2,3/5*1/2,30/100,29,9,2008,11,14,36,6,2,3,5,1,2,-99999,30,100,33407,12,1,8,4,2,1548,1588,,6968,602,0.3,0.3,1,3/5*1/2,30/100,I just multiplied across 3 times 1 and 5 times 2. ,3,LA,
824,701,-,3/5,2/5,3/5-2/5,1/5,29,9,2008,11,25,43,7,1,3,5,2,5,-99999,1,5,9578,12,1,8,4,2,1548,1588,,6781,701,0.2,0.2,1,3/5-2/5,1/5,The fractions were... had the same denominator so I just subtracted across. ,1,LA,
824,702,-,3/5,1/2,3/5-1/2,1/10,29,9,2008,11,26,0,7,2,3,5,1,2,-99999,1,10,19203,12,1,8,4,2,1548,1588,,12391,702,0.1,0.1,1,3/5-1/2,1/10,I found the least common denominator and um subtracted across.,2,LA,
826,401,+,3/5,2/5,3/5+2/5,1,7,10,2008,10,49,47,4,1,3,5,2,5,1,-99999,-99999,15453,13,0,8,1,1,1692,1516,,10453,401,1,1,1,3/5+2/5,1,They have the same denominator so you just keep it. And then you add the 3 and the 2 which equals 5 so that equals out to 1. ,1,LA,did not say trial numbers.
826,402,+,3/5,1/2,3/5+1/2,1 1/10,7,10,2008,10,50,13,4,2,3,5,1,2,1,1,10,42078,13,0,8,1,1,1692,1516,,24578,402,1.1,1.1,1,3/5+1/2,1 1/10,They do not have the same den so I had to find a comm den which was 10. So then to get the num to change you mult it by the other number so 5 times 2 equals 6 and then and then 5 times 1 is 5 so then I got 11/10 so then I had to reduce it to 1 and  1/10.,2,LA,
826,501,:,3/5,1/2,3/5:1/2,1 3/4,7,10,2008,10,54,0,5,2,3,5,1,2,1,3,4,74813,13,0,8,1,1,1692,1516,,22656,501,1.2,1.75,0,3/5:1/2,1 3/4,Ok. For this one I had to make the denominator equal so I divided and made both 2/5th's. And then divided the 3 and then the 1 and got 3 so then I had to divide and I chan… and then it was a decimal so I had to convert it into a fraction and got 1 and 3/4.,2,LA,
826,502,:,3/5,2/5,3/5:2/5,1 1/2,7,10,2008,10,52,44,5,1,3,5,2,5,1,1,2,74578,13,0,8,1,1,1692,1516,,968,502,1.5,1.5,1,3/5:2/5,1 1/2,Ok. This one had a same denominator so all I did was divide 3 and 2 and I got 1.5 so I just converted that into a fraction and got 1 and 1/2.,3,LA,
826,601,*,3/5,2/5,3/5*2/5,6/25,7,10,2008,10,43,10,6,2,3,5,2,5,-99999,6,25,8203,13,0,8,1,1,1692,1516,,7407,601,0.24,0.24,1,3/5*2/5,6/25,I just multiplied 3 times 2 and got 6 and multiplied 5 times 5 and got 25.,3,LA,
826,602,*,3/5,1/2,3/5*1/2,3/10,7,10,2008,10,42,31,6,1,3,5,1,2,-99999,3,10,19281,13,0,8,1,1,1692,1516,,20016,602,0.3,0.3,1,3/5*1/2,3/10,"Ok. For this one, for multiplying fractions you always just multiply across. You take both the numerators and you get your numerator and you take both the denominators you get your denominator. So for this case, 3 times 1 is 3 and 5 times 2 is 10.",3,LA,
826,701,-,3/5,2/5,3/5-2/5,1/5,7,10,2008,10,52,11,7,2,3,5,2,5,-99999,1,5,9422,13,0,8,1,1,1692,1516,,10563,701,0.2,0.2,1,3/5-2/5,1/5,This one already had a same den so I just subtracted and kept the same denom. 3 minus 2 equals 1 soI got 1/5.,1,LA,
826,702,-,3/5,1/2,3/5-1/2,1/10,7,10,2008,10,51,33,7,1,3,5,1,2,-99999,1,10,17375,13,0,8,1,1,1692,1516,,20672,702,0.1,0.1,1,3/5-1/2,1/10,"Ok. For this one again I had to find a common denominator which was 10 so then I multiplied 3 times 2 and got 6 and 5 times 1 and got 5 and then I subtracted 6 tim…um, subtracted by 1 I mean 5 and then I got 1/10",2,LA,
827,401,+,3/5,2/5,3/5+2/5,5/10,7,10,2008,24,14,26,4,2,3,5,2,5,-99999,5,10,20000,13,0,8,1,1,983,1045,,26328,401,1,0.5,0,3/5+2/5,5/10,"Um I just added again. The num... the 2 numerators and now, now that I realize I remember from class that the denominator always stays the same especially in this problem because it has the same ones. But usually it would be the higher denominator or you would add them.",3,LA,did not say trial numbers.
827,402,+,3/5,1/2,3/5+1/2,4/7,7,10,2008,24,14,2,4,1,3,5,1,2,-99999,4,7,12547,13,0,8,1,1,983,1045,,11453,402,1.1,0.571428571,0,3/5+1/2,4/7,I just added 3 plus 1 and got the answer of 4. and then I went to the den and added 5 plus 2.,3,LA,
827,501,:,3/5,1/2,3/5:1/2,3/5,7,10,2008,24,20,30,5,1,3,5,1,2,-99999,3,5,19843,13,0,8,1,1,983,1045,,11985,501,1.2,0.6,0,3/5:1/2,3/5,Um I couldn’t really find the bottom one because it would be a decimal as I think because there's nothing you could multiply 2 by to get to 5. ,20,LA,
827,502,:,3/5,2/5,3/5:2/5,2/5,7,10,2008,24,21,2,5,2,3,5,2,5,-99999,2,5,24407,13,0,8,1,1,983,1045,,8562,502,1.5,0.4,0,3/5:2/5,2/5,All I did here was kept the denominator the same and pretty much don't really know what I did with the numerator because I didn't know the answer.,10,LA,
827,601,*,3/5,2/5,3/5*2/5,6/5,7,10,2008,24,19,21,6,1,3,5,2,5,-99999,6,5,15782,13,0,8,1,1,983,1045,,20234,601,0.24,1.2,0,3/5*2/5,6/5,So 3 times 2 is 6 and then it would be 5. All I did was multiply 3 times 2 which is 2 and I didn't multiply anything with the den…with the denominator. Um I'm not... I can't really remember if you keep the denominator the same. I think you do unless there's 2 different numbers.,1,LA,
827,602,*,3/5,1/2,3/5*1/2,3/10,7,10,2008,24,19,57,6,2,3,5,1,2,-99999,3,10,19937,13,0,8,1,1,983,1045,,2204,602,0.3,0.3,1,3/5*1/2,3/10,For this one you would... I think I'm right but you would multiply it just because of the fact that there's 2 different numbers. ,3,LA,
827,701,-,3/5,2/5,3/5-2/5,1,7,10,2008,24,8,58,7,2,3,5,2,5,1,-99999,-99999,31453,13,0,8,1,1,983,1045,,16516,701,0.2,1,0,3/5-2/5,1,What I normally wanted to do was 3 minus…3 minus 2 equals 1 but now that I realize that it would be a whole number because there was a zero so you would just make the numerator a one number. ,3,LA,
827,702,-,3/5,1/2,3/5-1/2,2/3,7,10,2008,24,8,14,7,1,3,5,1,2,-99999,2,3,27922,13,0,8,1,1,983,1045,,15171,702,0.1,0.666666667,0,3/5-1/2,2/3,"What I did here was knowing that it was subtraction, I mult….or um subtracted 3 minus 1 and got the answer of 2 and for the denominator I subtracted 5 minus 2 and got the answer of 3. ",3,LA,
828,401,+,3/5,2/5,3/5+2/5,5/10,9,10,2008,24,29,42,4,2,3,5,2,5,-99999,5,10,8532,14,0,8,1,1,1282,1082,,12937,401,1,0.5,0,3/5+2/5,5/10,"For trial 401, 3 plus 2 equals 5 and 5 plus 5 equals 10 giving you 5 over 10.",3,LA,
828,402,+,3/5,1/2,3/5+1/2,4/7,9,10,2008,24,29,19,4,1,3,5,1,2,-99999,4,7,10594,14,0,8,1,1,1282,1082,,11937,402,1.1,0.571428571,0,3/5+1/2,4/7,"For trial 402, I got the answer 4 over… 4/7 because 3 plus 1 equals 4 and 5 plus 2 equals 7.",3,LA,
828,501,:,3/5,1/2,3/5:1/2,1/19,9,10,2008,24,31,30,5,1,3,5,1,2,-99999,1,19,63265,14,0,8,1,1,1282,1082,,18625,501,1.2,0.052631579,0,3/5:1/2,1/19,Trial 501. I don't know how to do this in my head but if I had a calculator I would divide 3 divided by 1 and 5 divided by 2 and I would get the answer.,3,LA,
828,502,:,3/5,2/5,3/5:2/5,65/4,9,10,2008,24,32,52,5,2,3,5,2,5,-99999,65,4,8828,14,0,8,1,1,1282,1082,,11766,502,1.5,16.25,0,3/5:2/5,65/4,"Trial 502. If I had a calculator, I would do 3 divided by 2 and 5 divided by 5.",3,LA,
828,601,*,3/5,2/5,3/5*2/5,6/25,9,10,2008,24,23,42,6,2,3,5,2,5,-99999,6,25,16703,14,0,8,1,1,1282,1082,,13469,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, I gave the answer 6 over 25 because 3 times 2 equals 6 and 5 times 5 equals 25. ",3,LA,
828,602,*,3/5,1/2,3/5*1/2,3/10,9,10,2008,24,23,7,6,1,3,5,1,2,-99999,3,10,18453,14,0,8,1,1,1282,1082,,17391,602,0.3,0.3,1,3/5*1/2,3/10,"For trial 602, I gave the answer 3 over 10 because um 3 times 3 equals 3 and 5 times 2 equals 10.",3,LA,
